"ZUPANIJA_MBR";"GROP_MBR";"GROP_NAZIV";"GROP_VRSTA";"NASELJE_MBR";"NASELJE_NAZIV";"ULICA_MBR";"ULICA_NAZIV"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500891";"Gradec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500892";"Gradečak desni"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500893";"Gradečak lijevi"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500894";"Gradiček"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500896";"Gradiljnjak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500897";"Gradina"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500898";"Gradinska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500899";"Gradišćanska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500900";"Gradišće"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500901";"Gradiška ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500902";"Graduši"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500903";"Graduši - odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500905";"Grahovljanski put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500906";"Gramača"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500907";"Granešina"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500908";"Granešinska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500910";"Granice"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500911";"Graničarska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500912";"Granička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500913";"Granična ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500914";"Granični odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500915";"Graščica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500916";"Grdoselska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500917";"Grđevačka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500918";"Grebengradska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500919";"Grebenščica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500920";"Gredice"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500921";"Gredička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500924";"Grgićev put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500926";"Grič"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500927";"Grintavečka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500928";"Grižanska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500930";"Grmoščica desna"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500931";"Grmoščica lijeva"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500933";"Grmoščica srednja"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500934";"Grobnička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500935";"Grožnjanska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500937";"Grubišnopoljski put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500939";"Gruška ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500943";"Gumerec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500944";"Gundulićeva ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500946";"Gupčeva ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500948";"Gupčeva zvijezda"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500949";"Gustelnička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500952";"Gvozdanska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500958";"Hadžići"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500956";"Hađaki"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500957";"Hađuri"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500960";"Hajdinečki put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500961";"Hamići"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500963";"Hanamanova ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500959";"Händelova ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500966";"Harmica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500967";"Harmička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500971";"Haulikova ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500972";"Havidićeva ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500973";"Havrini"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500975";"Hećimovićeva ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500976";"Hegedušićeva ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500980";"Hercegnovski put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500982";"Hercegovačka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500981";"Hercegov gaj"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500984";"Herici"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500986";"Hermanova ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500985";"Hermanov odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500988";"Himper"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500990";"Hitrecova ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500991";"Hladnička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500992";"Hlašći"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500993";"Hlebinska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500994";"Hlebinski odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500996";"Hodošanska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500997";"Holjakova ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500999";"Homerska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501001";"Horvaćanska cesta"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501002";"Horvaćanski zavoj"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501005";"Horvatići"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501006";"Horvatnica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501009";"Horvatovac"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501008";"Horvatova ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501007";"Horvatov put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501010";"Hrastelnička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501011";"Hrastik"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501013";"Hrastina"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501012";"Hrastin prilaz"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501016";"Hrastovac"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501014";"Hrastov gaj"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501017";"Hrebinečka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501018";"Hrelićka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503914";"Hrelićka zavrtnica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501019";"Hrelićki prolaz"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501020";"Hreljinska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501021";"Hrgovići"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501023";"Hribarov prilaz"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501024";"Hrnetićka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501026";"Hruševečka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501032";"Hrženička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501033";"Hudovljanska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501034";"Hukmani"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501036";"Humlova ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501037";"Humlove stube"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501038";"Humska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501039";"Husinečka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501040";"Huzeki"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501041";"Huzjanova ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501042";"Hvarska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500050";"I. Anina ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500106";"I. Banjalučka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501044";"Ibrišimovićeva ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500361";"I. Bukovački obronak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500446";"I. Crikvenička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500526";"I. Čulinec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501045";"Idrijska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501046";"Igmanska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500043";"II. Andrilovečka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500052";"II. Anina ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500054";"II. Anina ulica II. ogranak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500053";"II. Anina ulica I. ogranak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500123";"II. Barilovićka"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500362";"II. Bukovački obronak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500447";"II. Crikvenička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500527";"II. Čulinec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500654";"II. Drniška ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500745";"II. Ferenščica III. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500744";"II. Ferenščica II. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500743";"II. Ferenščica I. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500746";"II. Ferenščica IV. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500742";"II. Ferenščica VII. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500741";"II. Ferenščica VI. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500740";"II. Ferenščica V. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501025";"II. Hrnetićka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500044";"III. Andrilovečka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501445";"III. Kotoripski odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501500";"III. Kozari put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501502";"III. Kozari put III. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501501";"III. Kozari put II. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501504";"III. Kozari put IV. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501663";"III. Laz"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501740";"III. Loparska"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501776";"III. Luka"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502373";"III. Petruševec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502530";"III. Požarinje"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502616";"III. Proveni put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502665";"III. Radnički put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502707";"III. Ravnice"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502745";"III. Resnik"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502756";"III. Retkovec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502807";"III. Rudeški ogranak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503037";"III. Struge"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503296";"III. Trebevićki ogranak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503388";"III. Trokut"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501181";"II. Jelašički odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501276";"II. Kanalski put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501279";"II. Kanalski put III. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501278";"II. Kanalski put II. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501277";"II. Kanalski put I. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501280";"II. Kanalski put IV. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501285";"II. Kanalski put IX. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501283";"II. Kanalski put VII. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501282";"II. Kanalski put VI. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501281";"II. Kanalski put V. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501287";"II. Kanalski put XIIa odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501286";"II. Kanalski put X. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501444";"II. Kotoripski odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501496";"II. Kozari put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501499";"II. Kozari put III. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501498";"II. Kozari put II. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501497";"II. Kozari put I. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501662";"II. Laz"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501671";"II. Ledinski odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501739";"II. Loparska"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501763";"II. Lubenjaki"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501775";"II. Luka"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502372";"II. Petruševec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502410";"II. Plemićko"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502495";"II. Poljski put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502504";"II. Posavska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502529";"II. Požarinje"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502615";"II. Proveni put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502664";"II. Radnički put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502706";"II. Ravnice"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502741";"II. Resnički gaj"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502744";"II. Resnik"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721504034";"II. Retkošica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502755";"II. Retkovec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502806";"II. Rudeški ogranak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503036";"II. Struge"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503295";"II. Trebevićki ogranak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503387";"II. Trokut"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503594";"II. Vrandučka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503697";"II. Zagorska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503701";"II. Zagrebački odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501180";"I. Jelašički odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501207";"I. Jordanovački odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501443";"I. Kotoripski odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501474";"I. Kozari put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501477";"I. Kozari put III. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501476";"I. Kozari put II. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501475";"I. Kozari put I. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501478";"I. Kozari put IV. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501483";"I. Kozari put IX. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501482";"I. Kozari put VIII. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501481";"I. Kozari put VII. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501480";"I. Kozari put VI. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501479";"I. Kozari put V. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501495";"I. Kozari put XIIa odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503945";"I. Kozari put XIIb odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503946";"I. Kozari put XIIIa odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501487";"I. Kozari put XIII. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501486";"I. Kozari put XII. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501485";"I. Kozari put XI. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501488";"I. Kozari put XIV. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501493";"I. Kozari put XIX. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501484";"I. Kozari put X. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501492";"I. Kozari put XVIII. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501491";"I. Kozari put XVII. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501490";"I. Kozari put XVI. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501489";"I. Kozari put XV. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721504006";"I. Kozari put XXI. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501494";"I. Kozari put XX. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501661";"I. Laz"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501670";"I. Ledinski odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501047";"Ilica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501049";"Ilići"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501051";"Ilirska grana"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501050";"Ilirska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501052";"Ilirski trg"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501053";"Iločka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501738";"I. Loparska"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501054";"Ilovička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501762";"I. Lubenjaki"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501774";"I. Luka"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501056";"Imbrijevečki put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501057";"Imprićeva ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501058";"Injatička ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502225";"I. Oranički odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502248";"I. Osječki zavoj"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502366";"I. Petruševec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502369";"I. Petruševec III. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502368";"I. Petruševec II. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502367";"I. Petruševec I. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502370";"I. Petruševec IV. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721504004";"I. Petruševec VI. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502371";"I. Petruševec V. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502409";"I. Plemićko"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502440";"I. Podfuščak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502494";"I. Poljski put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502525";"I. Požarinje"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502614";"I. Proveni put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502703";"I. Ravnice"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502718";"I. Rebar"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502740";"I. Resnički gaj"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502743";"I. Resnik"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503916";"I. Resnik I. odvojak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502754";"I. Retkovec"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721502805";"I. Rudeški ogranak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501059";"Isce"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501060";"Islandska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501061";"Istarska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501062";"Istarski trg"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503035";"I. Struge"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501063";"Išćanska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501064";"Iški put"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503200";"I. Štefanovečki zavoj"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503294";"I. Trebevićki ogranak"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721503380";"I. Trokut"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721500045";"IV. Andrilovečka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501068";"Ivanečka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501069";"Ivanićeva ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501070";"Ivanićgradska ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501072";"Ivankovačka ulica"
"21";"1333";"GRAD ZAGREB";"1";"72150";"ZAGREB";"721501075";"Ivanovićeva ulica"
