"ZUPANIJA_MBR";"GROP_MBR";"GROP_NAZIV";"GROP_VRSTA";"NASELJE_MBR";"NASELJE_NAZIV";"ULICA_MBR";"ULICA_NAZIV"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410040";"TRDOŠČEV BRIJEG"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410041";"TRG SV.IVANA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410031";"ULICA ANTUNA MATIJE RELJKOVIĆA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410001";"ULICA AUGUSTA ŠENOE"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410039";"ULICA IVANA ŠVEARA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410003";"ULICA JOSIPA BADALIĆA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410013";"ULICA JOSIPA KOZARCA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410014";"ULICA KRALJA TOMISLAVA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410017";"ULICA LUKE BARETINA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410018";"ULICA MILKE TRNINE"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410076";"ULICA MLAKA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410012";"ULICA SLAVKA KOLARA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410002";"ULICA STJEPANA BABONIĆA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410030";"ULICA STJEPANA RADIĆA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410033";"ULICA SV. DUHA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410034";"ULICA SV. MARIJE"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410042";"VESELI KUTIĆ"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410043";"VIDIKOVAC"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410044";"VINARSKA ULICA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410059";"VINOGRAD.ODV. IV A"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410072";"VINOGRADSKA ULICA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410048";"VINOGRADSKI ODVOJAK I"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410049";"VINOGRADSKI ODVOJAK IA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410050";"VINOGRADSKI ODVOJAK IB"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410051";"VINOGRADSKI ODVOJAK II"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410052";"VINOGRADSKI ODVOJAK IIA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410053";"VINOGRADSKI ODVOJAK III"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410054";"VINOGRADSKI ODVOJAK IIIA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410055";"VINOGRADSKI ODVOJAK IIIB"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410056";"VINOGRADSKI ODVOJAK IIIC"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410057";"VINOGRADSKI ODVOJAK IIID"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410058";"VINOGRADSKI ODVOJAK IV"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410060";"VINOGRADSKI ODVOJAK IVB"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410046";"VINOGRADSKI ODVOJAK IVC"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410061";"VINOGRADSKI ODVOJAK V"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410062";"VINOGRADSKI ODVOJAK VA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410063";"VINOGRADSKI ODVOJAK VI"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410064";"VINOGRADSKI ODVOJAK VIA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410065";"VINOGRADSKI ODVOJAK VIB"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410066";"VINOGRADSKI ODVOJAK VIC"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410067";"VINOGRADSKI ODVOJAK VID"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410068";"VINOGRADSKI ODVOJAK VIE"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410069";"VINOGRADSKI ODVOJAK VII"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410070";"VINOGRADSKI ODVOJAK VIII"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410047";"VINOGRADSKI ODVOJAK VIIIA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410071";"VINOGRADSKI ODVOJAK X"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410045";"VINOGRADSKI ODVOJAK XII"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410073";"VINOGRADSKI PUT"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410074";"VUKOVARSKA ULICA"
"1";"1937";"KLOŠTAR IVANIĆ";"2";"29041";"KLOŠTAR IVANIĆ";"290410075";"ZAGREBAČKA ULICA"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500002";"LJUDEVITA GAJA"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500003";"MATIJE GUPCA"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500004";"MIROGOJSKA"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500005";"ODERJAN"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500006";"PETRA PRERADOVIĆA"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500007";"PRIDVORJE"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500008";"TRG SVETE OBITELJI"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500011";"ULICA 1.SVIBNJA"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500001";"ULICA KRALJA TOMISLAVA"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500009";"ULIČKA"
"6";"1945";"KLOŠTAR PODRAVSKI";"2";"29050";"KLOŠTAR PODRAVSKI";"290500010";"VESELI BREG"
"6";"2143";"KRIŽEVCI";"1";"29076";"KLOŠTAR VOJAKOVAČKI";"290760001";"BRDO"
"6";"2143";"KRIŽEVCI";"1";"29076";"KLOŠTAR VOJAKOVAČKI";"290760002";"BREZOV MOST"
"6";"2143";"KRIŽEVCI";"1";"29076";"KLOŠTAR VOJAKOVAČKI";"290760003";"CESTA"
"6";"2143";"KRIŽEVCI";"1";"29076";"KLOŠTAR VOJAKOVAČKI";"290760004";"DOLJNJANI"
"6";"2143";"KRIŽEVCI";"1";"29076";"KLOŠTAR VOJAKOVAČKI";"290760005";"GAŠPARIĆI"
"6";"2143";"KRIŽEVCI";"1";"29076";"KLOŠTAR VOJAKOVAČKI";"290760006";"GORNJANI"
"6";"2143";"KRIŽEVCI";"1";"29076";"KLOŠTAR VOJAKOVAČKI";"290760007";"KLOŠTAR"
"6";"2143";"KRIŽEVCI";"1";"29076";"KLOŠTAR VOJAKOVAČKI";"290760008";"RAJIĆI"
"2";"4308";"SVETI KRIŽ ZAČRETJE";"2";"29092";"KLUPCI-DIO";"290920001";"KLUPCI ZAČRETSKI"
"2";"2127";"KRAPINSKE TOPLICE";"2";"29084";"KLUPCI-DIO";"290840001";"KLUPCI KR.TO."
"4";"5037";"VOJNIĆ";"2";"29106";"KLUPICA";"291060001";"KLUPICA"
"4";"1791";"KARLOVAC";"1";"29114";"KLJAIĆ BRDO";"291140001";"KLJAIĆ BRDO"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220014";"BALIBANI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220016";"BLAŽEVIĆI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220018";"BLAŽEVIĆI U POLJU"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220011";"BRKOVIĆI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220027";"CESTA ISPOD BORA"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220023";"ČAIĆI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220009";"ČELEBIJE"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220015";"ČULE"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220026";"DRVAR"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220021";"DURDOVI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220002";"KOD CRKVE OJDANIĆI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220003";"KOD DOMA"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220019";"KOD JEZERA"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220012";"KOD ŠKOLE"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220017";"KOD TRAFOSTANICE"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220006";"KOPRTLE"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220008";"MILJCI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220013";"PERKOVIĆI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220022";"PRNJACI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220004";"STUBLI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220028";"ŠARANI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220007";"ŠIMUNDŽE"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220010";"TORLACI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220020";"U DRAGI DURDOV"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220025";"UZ CESTU"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220001";"UZ CESTU DO AMBULANTE"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220005";"VIŠIĆI"
"15";"3778";"RUŽIĆ";"2";"29122";"KLJAKE";"291220024";"VRBA"
"17";"5118";"VRGORAC";"1";"29149";"KLJENAK";"291490001";"KLJENAK"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650001";"ČIKANI"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650003";"IVCI"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650004";"KALNIČKA ULICA"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650005";"MAROFSKA ULICA"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650007";"MLINSKA ULICA"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650008";"ODVOJAK VINOGRADSKE ULICE"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650009";"OGRANAK VRTNE ULICE"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650006";"ULICA M. SABOLIĆA"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650010";"ULICA STJEPANA ŠARKANIJA"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650002";"ULICA VIKTORA ČOLJE"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650011";"ULICA ZRINJSKIH"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650012";"VINOGRADSKA ULICA"
"5";"2895";"NOVI MAROF";"1";"29165";"KLJUČ";"291650013";"VRTNA ULICA"
"15";"957";"DRNIŠ";"1";"29157";"KLJUČ";"291570001";"ČIPČIĆ"
"15";"957";"DRNIŠ";"1";"29157";"KLJUČ";"291570002";"DŽELALIJE"
"15";"957";"DRNIŠ";"1";"29157";"KLJUČ";"291570003";"KLJUČ"
"15";"957";"DRNIŠ";"1";"29157";"KLJUČ";"291570004";"LALIĆI"
"15";"957";"DRNIŠ";"1";"29157";"KLJUČ";"291570005";"MALENICE DONJE"
"15";"957";"DRNIŠ";"1";"29157";"KLJUČ";"291570006";"TETLE"
"4";"5037";"VOJNIĆ";"2";"29181";"KLJUČAR";"291810001";"KLJUČAR"
"1";"345";"BRDOVEC";"2";"29173";"KLJUČ BRDOVEČKI";"291730007";"ČETRNJE"
"1";"345";"BRDOVEC";"2";"29173";"KLJUČ BRDOVEČKI";"291730003";"MOKRIČKA ULICA"
"1";"345";"BRDOVEC";"2";"29173";"KLJUČ BRDOVEČKI";"291730004";"SUTLANSKA ULICA"
"1";"345";"BRDOVEC";"2";"29173";"KLJUČ BRDOVEČKI";"291730008";"TRG SRCA ISUSOVOG"
"1";"345";"BRDOVEC";"2";"29173";"KLJUČ BRDOVEČKI";"291730002";"ULICA MIHOVILA KRUŠLINA"
"1";"345";"BRDOVEC";"2";"29173";"KLJUČ BRDOVEČKI";"291730005";"ZAGREBAČKA CESTA"
"1";"345";"BRDOVEC";"2";"29173";"KLJUČ BRDOVEČKI";"291730006";"ZANATSKA ULICA"
"1";"5410";"VELIKA GORICA";"1";"29190";"KLJUČIĆ BRDO";"291900001";"CAREVA ULICA"
"1";"5410";"VELIKA GORICA";"1";"29190";"KLJUČIĆ BRDO";"291900002";"KLJUČIČKA CESTA"
"1";"5410";"VELIKA GORICA";"1";"29190";"KLJUČIĆ BRDO";"291900003";"KLJUČIĆ BRDO"
"1";"5410";"VELIKA GORICA";"1";"29190";"KLJUČIĆ BRDO";"291900004";"ULICA STJEPANA MATKOVIĆA"
"18";"4685";"UMAG - UMAGO";"1";"29203";"KMETI";"292030001";"BOŠKO - BOSCO"
"18";"4685";"UMAG - UMAGO";"1";"29203";"KMETI";"292030002";"KARPIJAN - CARPIANO"
"18";"4685";"UMAG - UMAGO";"1";"29203";"KMETI";"292030003";"KMETI - METI"
"18";"4685";"UMAG - UMAGO";"1";"29203";"KMETI";"292030004";"LOKVINI - LOQUINI"
"18";"4685";"UMAG - UMAGO";"1";"29203";"KMETI";"292030005";"OBLOG - OBLOGO"
"18";"4685";"UMAG - UMAGO";"1";"29203";"KMETI";"292030006";"SRBARICA - SARBARIZZA"
"18";"4685";"UMAG - UMAGO";"1";"29203";"KMETI";"292030007";"ŠAINI - SAINI"
"5";"1562";"IVANEC";"1";"29211";"KNAPIĆ";"292110001";"KNAPIĆ"
"18";"4316";"SVETI LOVREČ";"2";"29220";"KNAPIĆI";"292200001";"KNAPIĆI"
"4";"1791";"KARLOVAC";"1";"29238";"KNEZ GORICA";"292380001";"KNEZ GORICA"
"20";"6084";"ŠENKOVEC";"2";"29246";"KNEZOVEC";"292460001";"KNEZOVEC"
"3";"833";"DONJI KUKURUZARI";"2";"29254";"KNEZOVLJANI";"292540001";"KNEZOVLJANI"
"11";"3344";"PLETERNICA";"1";"29262";"KNEŽCI";"292620001";"KNEŽCI"
"11";"582";"ČAGLIN";"2";"29289";"KNEŽEVAC";"292890001";"KNEŽEVAC"
"4";"5037";"VOJNIĆ";"2";"29319";"KNEŽEVIĆ KOSA";"293190001";"KNEŽEVIĆ KOSA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970011";"1. MAJA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970017";"ADICA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970010";"CIGLANA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970015";"CRPNA STANICA TITOVA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970023";"DVORAC I"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970024";"DVORAC II"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970001";"GLAVNA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970020";"KNEŽEVI VINOGRADI PLANINA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970018";"LUGARNICA KORMANJ"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970014";"LUGARNICA MONJOROŠ"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970016";"LUGARNICA ZLATNA GREDA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970012";"MIHAJLA KLAJNA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970013";"MOŠE PIJADE"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970007";"NASELJE HRVATSKIH BRANITELJA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970002";"OLGINA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970004";"PETEFI ŠANDORA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970022";"PROSINA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970028";"PUT BRESKVE"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970026";"PUT BREZA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970027";"PUT JABUKE"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970025";"PUT LIPA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970030";"PUT ŠLJIVE"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970029";"PUT VIŠNJE"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970021";"SALAŠKA LENIJA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970003";"SVETOZARA MILETIĆA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970009";"UL. 8. MARTA"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970006";"ULICA ANTUNA PLAVEC"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970005";"ULICA HRVATSKE REPUBLIKE"
"14";"1953";"KNEŽEVI VINOGRADI";"2";"29297";"KNEŽEVI VINOGRADI";"292970008";"VINOGRADSKA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270014";"ANTUNA STARČEVIĆA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270015";"BUZIGLICA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270013";"CIGLANA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270012";"GORANA POTNEŠILA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270001";"GRANIČARSKA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270004";"INDUSTRIJSKA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270005";"MALO KNEŽEVO"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270007";"OSJEČKA ULICA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270009";"PERIVOJ MARIJE CHRISTINE KNEŽEVO"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270010";"PETRIJEVAČKA ULICA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270011";"RADE KONČARA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270002";"RADNIČKA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270006";"TRG DARKA DREVENŠEKA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270008";"VIJENAC GRADA VUKOVARA"
"14";"3468";"POPOVAC";"2";"29327";"KNEŽEVO";"293270003";"ŽELJEZNIČKA"
"19";"981";"DUBROVNIK";"1";"75108";"KNEŽICA";"751080001";"BUSLJENO"
"19";"981";"DUBROVNIK";"1";"75108";"KNEŽICA";"751080002";"HLADNICA"
"19";"981";"DUBROVNIK";"1";"75108";"KNEŽICA";"751080003";"KNEŽICA"
"19";"981";"DUBROVNIK";"1";"75108";"KNEŽICA";"751080004";"KULA"
"19";"981";"DUBROVNIK";"1";"75108";"KNEŽICA";"751080005";"PODGAJ"
"19";"981";"DUBROVNIK";"1";"75108";"KNEŽICA";"751080006";"TOR"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350005";"4.GARDIJSKE"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350004";"7.GARDIJSKE"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350099";"ALKARSKA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350041";"ANDRIJIČIN PROLAZ"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350136";"BADURININA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350091";"BEGOVIĆEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350120";"BERISLAVIĆEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350069";"BIOGRADSKA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350051";"BLEIBURŠKA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350125";"BORNINA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350078";"BOŠKOVIĆEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350025";"BRAĆE RADIĆ"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350012";"BRANIMIROVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350009";"BRIBIRSKIH KNEZOVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350108";"BRLIĆ-MAŽURANIĆEVE"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350121";"BUNJEVAČKI PUT"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350127";"CAREVJEV PUT"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350039";"CESARIĆEVA OBALA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350098";"COTINA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350132";"DINARSKA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350138";"DOBRILINA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350007";"DOMAGOJEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350052";"DOMOBRANSKA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350124";"DOMOVINSKOG RATA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350142";"DRNIŠKA CESTA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350105";"DRŽIĆEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350008";"DRŽISLAVOVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350151";"DUBRAVKA HORVATIĆA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350087";"FRA GRGE MARTIĆA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350146";"FRA MIJE KOTARAŠA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350038";"FRANJEVAČKI TRG"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350144";"FRA PETRA KNEŽEVIĆA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350094";"GAJEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350106";"GALOVIĆEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350076";"GETALDIĆEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350139";"GOJSALIČINA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350130";"GOSPODNETIĆEV PUT"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350013";"GOTOVČEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350043";"GRABOVČEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350093";"GUNDULIĆEVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350032";"GUNJAČINA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350036";"GUPČEV TRG"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350114";"HATZEOVA"
"15";"1961";"KNIN";"1";"29335";"KNIN";"293350101";"HEKTOROVIĆEV PUT"
